LAT	LON	START
68.64	-149.57	2011/08/13
33.61	-116.45	2011/05/05
35.91	-95.79	2008/10/16
35.91	-95.79	2017/04/25
34.07	-106.92	2013/11/01
36.36	-120.78	2004/12/05
36.34	-120.12	2004/12/04
36.42	-116.33	2006/06/18
36.42	-115.38	2006/06/21
36.43	-114.54	2006/06/21
36.42	-113.97	2007/02/17
36.42	-113.18	2007/02/18
36.43	-112.29	2007/05/17
36.14	-111.13	2007/05/18
36.60	-110.66	2007/06/08
36.42	-109.87	2007/05/19
36.29	-109.21	2008/02/21
36.38	-108.52	2008/02/20
36.43	-107.66	2008/05/23
36.38	-106.85	2008/05/22
36.33	-106.19	2008/05/21
36.41	-105.28	2008/05/18
36.40	-104.41	2008/05/12
36.39	-103.74	2008/05/11
36.42	-102.82	2009/04/15
36.38	-102.22	2009/04/16
36.45	-101.27	2009/04/20
36.53	-100.65	2009/04/06
36.37	-99.85	2009/04/07
36.38	-99.00	2009/10/24
36.43	-98.11	2009/10/25
56.11	-133.12	2016/08/20
36.44	-97.54	2009/10/23
36.37	-96.73	2010/06/18
55.92	-130.03	2016/08/21
36.39	-95.73	2010/06/19
36.41	-95.12	2010/06/17
36.44	-94.39	2010/06/16
36.38	-93.48	2011/01/26
36.36	-92.85	2011/01/27
36.34	-91.92	2011/06/22
36.35	-91.24	2011/06/22
36.37	-90.41	2011/07/21
36.50	-89.69	2011/07/26
36.34	-89.35	2011/08/04
36.35	-88.76	2011/08/08
36.36	-88.18	2011/11/21
36.44	-87.29	2011/12/03
36.51	-86.54	2011/12/10
36.51	-85.78	2012/05/22
36.42	-84.84	2012/05/28
36.38	-84.02	2012/05/30
36.39	-83.37	2012/05/29
36.36	-82.58	2012/05/27
36.52	-81.82	2013/02/28
36.50	-81.05	2013/02/21
36.35	-80.38	2013/04/24
36.43	-79.34	2013/04/21
36.39	-78.55	2013/03/21
36.35	-77.79	2013/03/21
36.47	-77.16	2013/04/23
36.33	-76.45	2013/04/24
36.02	-121.24	2005/02/23
35.64	-120.87	2004/06/07
35.87	-119.90	2005/04/11
35.84	-115.43	2006/06/16
35.73	-114.85	2006/06/20
35.85	-113.98	2007/03/10
35.63	-113.11	2007/03/09
35.82	-112.17	2007/04/19
35.62	-110.79	2008/02/14
35.71	-109.93	2007/05/11
35.71	-109.05	2007/05/10
35.80	-108.47	2008/02/16
35.81	-107.64	2008/02/18
35.91	-106.91	2008/05/02
35.75	-106.18	2008/05/05
35.73	-105.27	2008/06/03
35.84	-104.62	2008/05/17
35.80	-103.79	2008/05/10
35.76	-102.84	2009/04/14
35.75	-102.22	2009/01/18
35.87	-101.52	2009/01/19
35.76	-100.69	2009/04/03
35.77	-99.84	2009/04/08
35.72	-99.04	2009/10/29
35.82	-98.29	2009/10/31
35.83	-97.52	2009/10/31
35.76	-96.84	2010/03/13
55.33	-131.62	2016/08/18
35.79	-95.94	2010/06/10
35.88	-95.14	2010/06/11
35.86	-94.41	2010/06/15
35.84	-93.64	2011/01/29
35.80	-92.82	2011/02/20
35.79	-92.16	2011/05/12
35.81	-91.39	2011/05/13
35.79	-90.54	2011/07/20
35.83	-89.90	2011/05/14
35.74	-88.96	2011/05/15
35.80	-88.12	2012/01/13
35.83	-87.52	2012/01/12
35.74	-86.82	2011/12/11
35.77	-85.90	2012/05/06
35.67	-85.10	2012/05/07
35.80	-84.35	2012/05/08
35.84	-83.60	2012/05/14
35.67	-82.81	2012/05/20
35.78	-81.95	2013/02/18
35.85	-81.21	2013/02/17
35.81	-80.50	2013/03/24
35.89	-79.78	2013/03/13
35.79	-79.11	2013/04/22
35.76	-78.24	2013/03/12
35.77	-77.26	2013/04/06
35.79	-76.58	2013/03/11
35.56	-75.96	2013/04/25
35.30	-114.87	2006/03/25
35.10	-113.89	2006/03/28
35.21	-113.08	2006/03/10
35.18	-112.27	2006/03/12
35.10	-111.53	2007/04/28
35.08	-110.71	2007/04/28
35.12	-109.74	2007/05/01
35.11	-109.39	2007/04/29
35.13	-108.50	2008/01/13
35.12	-107.65	2008/01/12
35.07	-106.87	2008/01/09
35.16	-106.15	2008/04/20
35.21	-105.41	2008/05/03
35.22	-104.46	2008/04/24
35.09	-103.77	2008/05/08
35.06	-103.06	2008/05/09
35.26	-102.21	2009/01/21
35.12	-101.65	2009/01/21
35.18	-100.58	2009/03/25
35.19	-99.94	2009/03/22
35.12	-99.25	2009/10/28
35.15	-98.47	2009/10/27
35.24	-97.77	2009/10/26
35.15	-96.87	2010/04/15
35.14	-96.23	2010/04/13
35.14	-95.43	2010/04/23
35.14	-95.43	2011/01/28
35.07	-94.52	2010/04/22
35.20	-93.78	2011/01/30
35.19	-93.07	2011/01/25
35.17	-92.25	2011/04/06
35.17	-92.25	2011/04/07
35.27	-91.52	2011/07/29
35.09	-90.71	2011/07/30
35.14	-89.82	2011/05/12
35.16	-89.19	2011/05/17
35.13	-88.38	2012/01/14
35.25	-87.59	2012/01/24
35.14	-86.93	2012/01/15
35.12	-86.26	2012/04/18
35.20	-85.31	2012/04/17
35.16	-84.76	2012/06/13
35.09	-83.93	2012/04/15
35.17	-83.16	2012/04/14
35.09	-82.19	2013/02/15
35.13	-80.58	2013/03/08
35.15	-79.99	2013/03/08
35.02	-79.23	2013/03/23
35.17	-78.44	2013/03/09
35.05	-77.71	2013/03/09
35.18	-76.99	2013/04/07
31.99	-97.46	2009/02/11
34.59	-113.83	2006/03/15
34.47	-112.89	2006/03/13
34.49	-112.24	2006/03/22
34.42	-111.44	2007/03/30
34.34	-110.81	2007/04/13
34.53	-109.95	2007/04/12
34.43	-109.29	2007/04/10
34.54	-108.50	2008/02/06
34.45	-107.79	2008/02/10
34.51	-107.01	2008/01/11
34.58	-106.19	2008/04/26
34.56	-105.43	2008/04/25
34.53	-104.66	2008/04/27
34.55	-103.81	2008/04/29
34.65	-103.10	2008/04/28
34.52	-102.20	2009/01/23
34.45	-101.70	2009/01/23
34.45	-100.87	2009/03/13
34.63	-99.98	2009/03/19
34.42	-99.29	2009/10/25
34.54	-98.50	2009/10/24
34.60	-97.83	2009/11/05
34.40	-96.97	2010/04/18
34.57	-96.35	2010/04/20
34.59	-95.37	2010/04/21
34.67	-94.83	2010/06/09
34.51	-94.11	2011/01/29
34.49	-92.83	2011/01/26
34.49	-92.51	2011/05/07
34.55	-91.63	2011/07/28
34.52	-90.88	2011/05/18
34.50	-90.15	2011/05/10
34.42	-89.39	2011/05/16
34.56	-88.58	2011/12/08
34.52	-87.86	2011/12/10
34.45	-87.05	2011/12/14
34.51	-86.33	2011/12/11
34.46	-85.65	2011/12/16
34.46	-85.65	2012/04/04
34.57	-84.86	2012/04/05
34.60	-83.89	2012/04/06
34.50	-83.30	2012/04/11
34.55	-82.37	2013/02/14
34.47	-81.63	2013/02/06
34.49	-81.03	2013/02/04
34.46	-80.09	2013/02/09
34.55	-79.34	2013/02/08
34.57	-78.60	2013/02/10
34.58	-77.98	2013/03/10
33.75	-114.52	2004/11/17
33.81	-113.83	2006/03/16
33.94	-113.00	2006/03/14
33.95	-112.33	2007/03/20
33.88	-111.48	2007/03/21
33.70	-110.84	2007/04/17
33.78	-110.03	2007/04/11
33.96	-109.25	2007/04/04
33.91	-108.38	2008/02/11
34.01	-107.67	2008/02/08
33.94	-106.97	2008/04/09
34.07	-106.92	2004/05/10
34.07	-106.92	2007/09/29
34.07	-106.92	2011/06/21
34.07	-106.92	2016/09/19
33.93	-106.05	2008/04/12
33.93	-105.44	2008/04/24
33.92	-104.69	2008/04/16
33.92	-103.82	2008/04/18
33.88	-103.16	2008/04/19
33.91	-102.25	2009/01/26
33.86	-101.67	2009/01/30
33.88	-100.90	2009/03/11
33.96	-100.26	2009/03/16
34.00	-99.44	2009/03/20
34.01	-98.63	2009/11/08
33.96	-97.76	2009/11/07
33.91	-97.04	2010/04/26
33.90	-96.28	2010/04/26
33.98	-95.62	2010/04/27
33.93	-94.73	2010/04/28
33.94	-94.09	2010/04/29
34.01	-93.28	2011/01/28
33.88	-92.61	2011/05/06
33.84	-91.79	2011/04/08
33.91	-90.93	2011/04/13
33.96	-90.21	2011/04/16
33.87	-89.54	2011/04/16
33.88	-88.86	2011/04/14
33.90	-87.85	2011/04/13
33.91	-87.17	2011/12/17
33.86	-86.41	2011/12/18
33.89	-85.73	2011/12/20
33.90	-85.06	2012/04/07
33.86	-84.06	2012/04/08
33.86	-83.58	2012/04/12
33.86	-82.69	2012/04/10
33.94	-81.86	2013/02/18
33.79	-81.30	2013/02/21
34.02	-80.39	2013/02/19
33.91	-79.67	2013/02/22
33.99	-78.87	2013/06/26
34.00	-78.22	2013/02/27
33.20	-113.66	2008/02/07
33.36	-112.95	2006/03/17
33.29	-112.16	2007/04/14
33.34	-111.43	2007/03/15
33.30	-110.47	2007/04/16
33.09	-110.04	2007/03/09
33.29	-109.27	2007/04/04
33.11	-108.59	2008/02/20
33.31	-107.67	2008/02/22
33.26	-106.96	2008/04/10
33.26	-106.23	2008/05/14
33.33	-105.36	2008/05/15
33.28	-104.72	2008/04/16
33.27	-103.98	2008/04/17
33.31	-103.21	2008/04/17
33.29	-102.39	2009/01/27
33.26	-101.71	2009/01/29
33.29	-101.13	2009/03/10
33.32	-100.14	2009/03/17
33.31	-99.48	2009/03/10
33.29	-98.76	2009/11/06
33.37	-97.92	2009/11/10
33.33	-97.25	2009/11/11
33.27	-96.43	2010/06/07
33.20	-95.62	2010/04/26
33.26	-94.99	2010/04/24
33.24	-94.18	2010/04/27
33.26	-93.40	2011/02/05
33.26	-92.80	2011/03/11
33.27	-91.95	2011/04/19
33.21	-91.24	2011/05/06
33.28	-90.43	2011/04/18
33.37	-89.69	2011/04/19
33.19	-88.94	2011/04/17
33.20	-88.07	2011/04/16
33.38	-87.56	2011/04/15
33.19	-86.53	2011/12/19
33.25	-85.92	2011/12/22
33.32	-85.17	2012/04/07
33.19	-84.42	2012/04/11
33.28	-83.57	2012/04/19
33.24	-82.84	2012/04/12
33.22	-82.14	2012/04/06
33.33	-81.37	2013/02/20
33.30	-80.70	2013/02/20
33.33	-79.81	2013/02/24
33.24	-79.28	2013/02/23
42.30	-83.66	2011/12/07
40.23	-82.98	2011/12/07
48.30	-95.86	2009/12/14
34.88	-101.68	2008/08/14
42.20	-75.99	2012/02/03
37.21	-80.42	2012/02/03
45.60	-111.63	2006/09/20
31.17	-87.05	2011/12/07
42.77	-109.56	2007/10/01
38.81	-99.74	2008/08/13
38.20	-77.37	2012/02/03
35.24	-77.89	2012/02/03
48.47	-104.20	2007/10/01
40.20	-112.81	2006/09/20
43.73	-96.61	2009/12/14
64.78	-141.16	2015/02/19
48.02	-109.75	2006/09/20
42.12	-79.99	2012/02/03
47.95	-91.50	2010/06/22
44.82	-84.62	2011/12/07
33.41	-83.47	2012/02/03
40.56	-89.29	2010/06/22
43.56	-114.41	2006/09/20
39.80	-105.61	2008/08/13
30.48	-99.80	2008/08/13
42.91	-90.25	2011/12/07
39.10	-96.61	2009/12/14
46.69	-106.22	2008/08/13
44.24	-71.93	2012/02/03
44.62	-74.58	2012/02/03
33.04	-87.00	2011/12/07
39.66	-79.85	2012/02/03
34.55	-93.58	2010/06/22
31.70	-105.38	2008/08/13
46.83	-113.94	2008/08/13
37.20	-108.49	2006/09/27
31.76	-94.66	2009/12/14
48.26	-117.12	2008/08/13
33.11	-80.18	2012/02/03
47.39	-123.87	2006/10/17
40.95	-102.03	2008/08/13
34.51	-89.41	2011/12/07
45.26	-69.29	2012/02/03
45.12	-109.27	2007/10/01
41.91	-93.22	2011/12/07
37.75	-105.50	2008/08/13
36.95	-116.25	2006/08/09
36.54	-83.55	2011/12/07
32.22	-90.52	2010/06/22
34.74	-98.78	2011/05/13
56.42	-132.35	2015/02/19
35.52	-111.37	2006/09/20
39.11	-110.52	2007/07/21
60.18	-125.07	2016/10/13
60.13	-124.05	2016/10/13
59.41	-126.10	2016/10/13
